,predation_risk,vigilance_total,vigilance_avg,time,group_size_prey
0,7.0,4.78245990023405,0.2391229950117025,0.0,20.0
0,7.0,4.78245990023405,0.2391229950117025,1.0,20.0
0,7.0,4.78245990023405,0.2391229950117025,2.0,20.0
0,7.0,4.78245990023405,0.2391229950117025,3.0,20.0
0,7.0,4.78245990023405,0.2391229950117025,4.0,20.0
0,7.0,4.78245990023405,0.2391229950117025,5.0,20.0
0,7.0,4.78245990023405,0.2391229950117025,6.0,20.0
0,7.0,4.78245990023405,0.2391229950117025,7.0,20.0
0,7.0,4.78245990023405,0.2391229950117025,8.0,20.0
0,7.0,3.8259679201872405,0.23912299501170253,9.0,16.0
0,7.0,3.427429595167736,0.23912299501170253,10.0,14.333333333333334
0,7.0,3.427429595167736,0.23912299501170253,11.0,14.333333333333334
0,7.0,3.427429595167736,0.23912299501170253,12.0,14.333333333333334
0,7.0,3.427429595167736,0.23912299501170253,13.0,14.333333333333334
0,7.0,3.427429595167736,0.23912299501170253,14.0,14.333333333333334
0,7.0,3.427429595167736,0.23912299501170253,15.0,14.333333333333334
0,7.0,2.7897682751365296,0.23912299501170256,16.0,11.666666666666666
0,7.0,2.5506452801248276,0.23912299501170256,17.0,10.666666666666666
0,7.0,2.5506452801248276,0.23912299501170256,18.0,10.666666666666666
0,7.0,2.5506452801248276,0.23912299501170256,19.0,10.666666666666666
0,7.0,2.5506452801248276,0.23912299501170256,20.0,10.666666666666666
0,7.0,2.5506452801248276,0.23912299501170256,21.0,10.666666666666666
0,7.0,2.5506452801248276,0.23912299501170256,22.0,10.666666666666666
0,7.0,2.5506452801248276,0.23912299501170256,23.0,10.666666666666666
0,7.0,2.1521069551053236,0.23912299501170262,24.0,9.0
0,7.0,1.6738609650819185,0.23912299501170264,25.0,7.0
0,7.0,1.3550303050663153,0.23912299501170264,26.0,5.666666666666667
0,7.0,1.3550303050663153,0.23912299501170264,27.0,5.666666666666667
0,7.0,1.3550303050663153,0.23912299501170264,28.0,5.666666666666667
0,7.0,1.3550303050663153,0.23912299501170264,29.0,5.666666666666667
0,7.0,1.0361996450507114,0.23912299501170264,30.0,4.333333333333333
0,7.0,0.7970766500390088,0.23912299501170264,31.0,3.3333333333333335
0,7.0,0.7173689850351078,0.23912299501170264,32.0,3.0
0,7.0,0.7173689850351078,0.23912299501170264,33.0,3.0
0,7.0,0.7173689850351078,0.23912299501170264,34.0,3.0
0,7.0,0.7173689850351078,0.23912299501170264,35.0,3.0
0,7.0,0.7173689850351078,0.23912299501170264,36.0,3.0
0,7.0,0.637661320031207,0.23912299501170264,37.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,38.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,39.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,40.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,41.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,42.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,43.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,44.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,45.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,46.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,47.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,48.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,49.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,50.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,51.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,52.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,53.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,54.0,2.6666666666666665
0,7.0,0.637661320031207,0.23912299501170264,55.0,2.6666666666666665
0,7.0,0.5579536550273062,0.23912299501170264,56.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,57.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,58.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,59.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,60.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,61.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,62.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,63.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,64.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,65.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,66.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,67.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,68.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,69.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,70.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,71.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,72.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,73.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,74.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,75.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,76.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,77.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,78.0,2.3333333333333335
0,7.0,0.5579536550273062,0.23912299501170264,79.0,2.3333333333333335
0,7.0,0.4782459900234053,0.23912299501170264,80.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,81.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,82.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,83.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,84.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,85.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,86.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,87.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,88.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,89.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,90.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,91.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,92.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,93.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,94.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,95.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,96.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,97.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,98.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,99.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,100.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,101.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,102.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,103.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,104.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,105.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,106.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,107.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,108.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,109.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,110.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,111.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,112.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,113.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,114.0,2.0
0,7.0,0.4782459900234053,0.23912299501170264,115.0,2.0
