,predation_risk,vigilance_total,vigilance_avg,time,group_size_prey
0,5.0,4.78245990023405,0.2391229950117025,0.0,20.0
0,5.0,4.78245990023405,0.2391229950117025,1.0,20.0
0,5.0,4.78245990023405,0.2391229950117025,2.0,20.0
0,5.0,4.78245990023405,0.2391229950117025,3.0,20.0
0,5.0,4.78245990023405,0.2391229950117025,4.0,20.0
0,5.0,4.78245990023405,0.2391229950117025,5.0,20.0
0,5.0,4.78245990023405,0.2391229950117025,6.0,20.0
0,5.0,4.78245990023405,0.2391229950117025,7.0,20.0
0,5.0,4.065090915198943,0.23912299501170253,8.0,17.0
0,5.0,3.7462602551833393,0.23912299501170253,9.0,15.666666666666666
0,5.0,3.7462602551833393,0.23912299501170253,10.0,15.666666666666666
0,5.0,3.7462602551833393,0.23912299501170253,11.0,15.666666666666666
0,5.0,3.7462602551833393,0.23912299501170253,12.0,15.666666666666666
0,5.0,3.7462602551833393,0.23912299501170253,13.0,15.666666666666666
0,5.0,3.7462602551833393,0.23912299501170253,14.0,15.666666666666666
0,5.0,3.188306600156034,0.23912299501170256,15.0,13.333333333333334
0,5.0,2.7897682751365296,0.23912299501170256,16.0,11.666666666666666
0,5.0,2.7897682751365296,0.23912299501170256,17.0,11.666666666666666
0,5.0,2.7897682751365296,0.23912299501170256,18.0,11.666666666666666
0,5.0,2.7897682751365296,0.23912299501170256,19.0,11.666666666666666
0,5.0,2.7897682751365296,0.23912299501170256,20.0,11.666666666666666
0,5.0,2.7897682751365296,0.23912299501170256,21.0,11.666666666666666
0,5.0,2.2318146201092244,0.23912299501170262,22.0,9.333333333333334
0,5.0,1.9926916250975217,0.23912299501170264,23.0,8.333333333333334
0,5.0,1.9926916250975217,0.23912299501170264,24.0,8.333333333333334
0,5.0,1.9926916250975217,0.23912299501170264,25.0,8.333333333333334
0,5.0,1.9926916250975217,0.23912299501170264,26.0,8.333333333333334
0,5.0,1.9926916250975217,0.23912299501170264,27.0,8.333333333333334
0,5.0,1.9926916250975217,0.23912299501170264,28.0,8.333333333333334
0,5.0,1.6738609650819185,0.23912299501170264,29.0,7.0
0,5.0,1.4347379700702156,0.23912299501170264,30.0,6.0
0,5.0,1.4347379700702156,0.23912299501170264,31.0,6.0
0,5.0,1.4347379700702156,0.23912299501170264,32.0,6.0
0,5.0,1.4347379700702156,0.23912299501170264,33.0,6.0
0,5.0,1.4347379700702156,0.23912299501170264,34.0,6.0
0,5.0,1.4347379700702156,0.23912299501170264,35.0,6.0
0,5.0,1.1956149750585132,0.23912299501170264,36.0,5.0
0,5.0,1.0361996450507114,0.23912299501170264,37.0,4.333333333333333
0,5.0,1.0361996450507114,0.23912299501170264,38.0,4.333333333333333
0,5.0,1.0361996450507114,0.23912299501170264,39.0,4.333333333333333
0,5.0,1.0361996450507114,0.23912299501170264,40.0,4.333333333333333
0,5.0,1.0361996450507114,0.23912299501170264,41.0,4.333333333333333
0,5.0,1.0361996450507114,0.23912299501170264,42.0,4.333333333333333
0,5.0,0.7970766500390088,0.23912299501170264,43.0,3.3333333333333335
0,5.0,0.7970766500390088,0.23912299501170264,44.0,3.3333333333333335
0,5.0,0.7970766500390088,0.23912299501170264,45.0,3.3333333333333335
0,5.0,0.7970766500390088,0.23912299501170264,46.0,3.3333333333333335
0,5.0,0.7970766500390088,0.23912299501170264,47.0,3.3333333333333335
0,5.0,0.7970766500390088,0.23912299501170264,48.0,3.3333333333333335
0,5.0,0.7970766500390088,0.23912299501170264,49.0,3.3333333333333335
0,5.0,0.7970766500390088,0.23912299501170264,50.0,3.3333333333333335
0,5.0,0.7970766500390088,0.23912299501170264,51.0,3.3333333333333335
0,5.0,0.7173689850351078,0.23912299501170264,52.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,53.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,54.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,55.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,56.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,57.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,58.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,59.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,60.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,61.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,62.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,63.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,64.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,65.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,66.0,3.0
0,5.0,0.7173689850351078,0.23912299501170264,67.0,3.0
